CODIGO ACAO;NOME ACAO;2010;2011;2012;2013;2014;2015
61570000;MANUTENCAO E CONSERVACAO DA CALHA DO TIETE;0;0;0;0;0,0;0
48610000;CAPACITACAO APERFEICOAM.PROFISSIONAIS SAUDE;190525,59;161495,32;238480,57;0;0;0
57360000;SISEM - SISTEMA ESTADUAL DE MUSEUS;240827,46;230000,0;0,0;0;0;0
24600000;ARTICULACAO/IMPLEMENTACAO ACOES ESTRATEGICAS;0;0;0,0;318333,61;52767,64;0
58520000;DESENVOLVIMENTO ENS. MEDIO-CENTRO PAULA SOUZA;1656138,9599999997;1608537,6200000003;253569,74;7922208,050000001;19187959,29;17413801,590000004
60110000;PAG.PRECATORIOS REG.ESP.EM.CONST.-EDUCACAO;0;0,0;1524976,38;1734775,87;0,0;0
19500000;IMPLANTACAO DO PARQUE DA JUVENTUDE;0,0;0,0;0;0;0;0
11520000;PREVENINDO E RECONSTRUINDO;7832839,539999999;4756260,639999999;6965360,780000001;4233584,21;12821022,990000002;10308475,579999996
58400000;SERVICOS PESQ.TECNOL.APOIO AO DESENVOLVIMENTO;9774410,540000003;12353765,04;12519550,949999997;20087961,630000003;11547744,269999998;0
54280000;GERENCIAMENTO DO BENEFICIO - SAUDE;5894365,38;5061832,51;7523962,77;11999944,52;12647865,01;0
61140000;EDUCACAO CONTINUADA;0;0;0,0;60400,0;0,0;4020,7
11330000;INSTALACOES DA POLICIA CIVIL;13605676,59;9264594,319999998;7789700,380000001;6003545,2700000005;24976606,930000003;7928838,609999998
52900000;DESENVOLV. EDUCACAO PROFISSIONAL TECNOLOGICA;3560120,1599999983;5365284,72;1289416,93;2306144,87;5634400,779999999;8331124,170000001
49890000;POLICIA JUDICIARIA;0;0;0;0;0;258531211,39999968
51600000;DES. ENS. FUNDAMENTAL-SERVIDORES-FUNDEB;0;0;0;0;0;0,0
55640000;SISTEMAS CORPORATIVOS E INFORMACOES;1703,08;0;0;0;0;0
42560000;ADMINISTRACAO E MANUTENCAO DA SUTACO;6633,990000000001;0,0;0;0;0;0
60300000;ESCOLA DE DESENVOLVIMENTO SOCIAL DE SAO PAULO;0;0;0;0;0;388147,2
61540000;RENDA CIDADA - BENEFICIO AO IDOSO;0;0;0;0;0,0;0
21740000;IMPLANTACAO SIST.NAC. PROT. DEFESA CONSUMIDOR;0,0;65800,0;0,0;0,0;0,0;0,0
51230000;ESPORTE SOCIAL;5149680,0;382787,2;1482440,0;210000,0;2214625,94;0
60720000;FAUNA URBANA;0;0;0,0;87500,0;18228,59;0
57370000;IDENTIFICACAO DO PATRIMONIO CULTURAL PAULISTA;0,0;0,0;253000,0;244338,0;0;0
40760000;MANUTENCAO DO ENSINO MEDIO;0,0;0,0;0,0;0,0;0;0
42510000;ADMINISTRACAO CAIXA BENEFICENTE POL. MILITAR;0;0;0;0;0;2891747,7600000002
41950000;ACESSO A CIDADANIA;4347180,21;4350898,970000001;4920595,170000001;4666204,569999999;9949617,750000004;9813819,879999999
21440000;APOIO ELAB.EXEC.INSTR.PLAN.GESTAO SANEAMENTO;0,0;3227589,16;1562262,44;0,0;6218674,03;0
19570000;CONSTRUCAO APAR.FABRICA MEDIC.-FURP AM.BRAS.;668780,1799999999;0,0;0;0;0;0
60270000;ACAO SOCIAL REGIONAL;0;0;0,0;557060,3200000001;0;0
21120000;REVITALIZACAO COMPETENCIAS TECN. ESTRATEGICAS;0,0;0;0;0;0;0
59350000;ADMINISTRACAO DA EMPLASA;7582178,48;8009165,85;721295,47;163867,47;0;0
59060000;ATENCAO SAUDE ADOLESCENTE MEDIDA CAUTELAR;0;0;0;0;0;25129044,47
22400000;PARTICIPACAO CONT.GESTAO INST.SOCIEDADE CIVIL;0;0,0;74489,84;0,0;178325,12;0,0
48430000;RESIDENCIA MEDICA;367602,49;171355,97999999998;434674,83999999997;0,0;0;0
14180000;DUPLICACAO, IMPLANT., RECUPERACAO DE RODOVIAS;0;0;0;0;0;145649147,54000002
54280000;GERENCIAMENTO DO BENEFICIO SAUDE;0;0;0;0;0;12644623,129999999
53050000;ENSINO POS-GRADUACAO PESQ. UNIV.FAC.ESTADUAIS;354567444,21999985;700846242,0199995;748888857,1999992;833749100,4400009;1055983307,3800002;335024326,6700005
52670000;MANUTENCAO  ATUALIZ INFR-EST CAPAC.INST.PESQ.;1890207,32;0;0;0;0;0
56860000;IMPLANTACAO, MANUTENCAO E ADEQUACAO DA INFRA-;0,0;0,0;0,0;0;0;0
54460000;INTEGRAÇAO CINEMA/TV - PIC-TV;0,0;0,0;0;0;0;0
42850000;LICENCIAMENTO E FISCALIZACAO AMBIENTAIS;0,0;0,0;0;0;0;0
61380000;CONSERVACAO, MANUT.,REPAROS PREDIOS ESCOLARES;0;0;0;0;0;4017891,4900000016
55650000;METRO-RESSARCIMENTO SUBSIDIO AOS ESTUDANTES;0,0;0,0;0,0;0,0;7624374,0;0
49960000;POLICIAMENTO ESCOLAR;2161964,809999998;261699,86000000002;283271,25999999995;0;0;0
17030000;PROJETO AVAL. APRIM. POLITICA SOCIAL EST.S.P;740924,72;0;0;0;0;0
22080000;ADEQUACAO DA INFRAESTRUTURA AO SINASE E ECA;0;0;0;0;0;22759793,79
50440000;INTERMEDIACAO DE MAO DE OBRA;2484865,7;1314971,16;1969784,9100000001;1281954,8199999998;240528,56000000003;1239679,76
57350000;PINACOTECA E MUSEUS DE ARTE;0,0;1400000,0;0,0;2000000,0;369439,0;0
58970000;GERENCIAMENTO DO DATACENTER DO ESTADO;280939,05;254172,82;492610,26999999996;278399,19;114248,46;721918,0499999999
24730000;APOIO A PPP PARA OBRAS DE UNID.HOSPITALARES;0;0;0;0,0;16636637,24;0
18540000;SUBSCRICAO DE ACOES DA CETESB;2250103,9299999997;237136,21;2399992,0;0;0,0;8814978,8
59140000;FORMACAO CAPACITACAO PROFISSIONAIS FUND.ITESP;0,0;0,0;0;0;0;0
52920000;DESENVOLVIMENTO EDUCACAO PROFISSIONAL TECNICA;163378771,8000001;148369023,29999995;175872900,23999992;135237244,17000005;280434576,0400001;246952795,88999996
43250000;APOIO FINANCEIRO PROJ.FUNDOS MUN. ENT.SOCIAIS;0;0;0;0;0;73482,72
44990000;EVENTOS DE CAPACITACAO NAS AREAS FAZENDARIAS;1130058,99;1533360,7400000002;675799,63;1341128,2900000003;1881252,2300000007;969673,7799999999
45150000;SERVICO DA DIVIDA PUBLICA EXTERNA;0,0;0,0;0,0;0,0;0;0
17670000;AMPLIACAO REDE TRANSM. RADIO E TV EDUCATIVAS;0,0;337598,16;448613,57999999996;0;0;0
25100000;INVESTIMENTO RODOVIARIO SAO PAULO-BID FASE II;0;0;0;0;0;0,0
