CODIGO PROGRAMA;NOME PROGRAMA;2010;2011;2012;2013;2014;2015
1814;MODERNIZACAO  E APERFEICOAMENTO DA POLICIA TECNICO-CIENTIFICA;323970633,66;361596737,20999986;400818456,80999976;458137628,7199998;499682476,7100002;500453719,44999915
813;INTEGRACAO E AVALIACAO DO SISTEMA EDUCACIONAL;26789677,32;31155499,96;48087386,06;42129492,8;60735451,599999994;5265927577,039999
3516;FAMILIA CIDADA - ACOES SOCIAIS INTEGRADAS;271778817,28000003;309676494,0;335716504,57;281983399,05;304421206,28;275132836,83
2308;EMPREENDEDORISMO;13532481,13;24082271,91;4565216,510000001;5501351,53;4299418,0200000005;0
3518;SEGURANCA ALIMENTAR E NUTRICIONAL;0;0;230609318,15999976;253860424,35999998;264181675,47;265237224,71000013
2609;PLANEJAMENTO AMBIENTAL;1380728,14;791428,1900000001;1981167,1999999997;2347115,3899999997;1276986,9200000002;636125,4100000001
3921;PROGRAMA ESTADUAL DE ENERGIA E MINERACAO;2824177,49;1406784,27;0,0;0,0;0,0;0
2009;ADMINISTRACAO GERAL DA SECRETARIA DA FAZENDA;1053863363,7500023;1091114939,8999991;1201274462,9400039;1169071356,3300006;946757618,8400131;1193849529,9100034
4601;RELACOES INSTITUCIONAIS;5936918,140000003;11345409,46;0,0;0,0;0;0
4501;COMUNICACAO SOCIAL;214442939,54999992;129275501,98;0,0;0,0;0,0;0
1606;AMPLIACAO, RECUPERACAO E MODERNIZACAO DA MALHA RODOVIARIA;4756925063,109992;3046396419,640001;1944552133,479999;3789389063,639999;3548215564,109999;0
701;DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE;0,0;0,0;0;0;0;0
1606;ADEQUACAO DA MALHA RODOVIARIA;0;0;0;0;0;1912218452,519999
3903;POLITICA ESTADUAL DE RECURSOS HIDRICOS;0,0;0;0;0;0;0
2305;FOMENTO AO TRABALHO ARTESANAL;3222761,359999999;3885507,1999999974;4173486,7200000016;4134793,48;3868332,8299999977;3485875,589999999
2610;CONSERVACAO DA BIODIVERSIDADE;65509494,25999995;56549788,769999824;10371736,460000006;13806384,400000004;21175436,360000025;16855859,869999994
200;CONTROLE EXTERNO;471115509,23999953;496419938,7999999;526709213,56999993;586429045,9600002;677816754,1500006;740366154,1099997
1219;SISTEMA PAULISTA DE MUSICA;0;0;124311196,61;131403856,0;139796674,0;123790683,0
2301;DESENVOLVIMENTO TECNICO PARA EMPREENDEDORISMO E EMPREGABILIDADE;6055262,28;4883848,28;4472942,44;3978378,5399999996;3014498,3699999996;3636679,46
1033;CRIACAO DE COMPETENCIAS TECNOLOGICAS E ESTRATEGICAS;25895896,809999995;28960760,860000037;0,0;0,0;0,0;0,0
4406;AUXILIO-ALIMENTACAO;294530098,0;363655166,59999996;407343176,25;522764562,5;247776557,10000002;245011055,35
4908;PROGRAMA PAULISTA DE PETROLEO E GAS NATURAL;0;0;0;613305,6599999999;0,0;0
1213;GESTAO DA POLITICA ESTADUAL DE CULTURA;0;0;0;0;0;63902336,030000046
1604;SEGURANCA E FISCALIZACAO RODOVIARIA;112301753,73;117951490,36000004;0,0;0,0;0,0;0
1202;PRESERVACAO DO PATRIMONIO HISTORICO E CULTURAL;0,0;0,0;0;0;0;0
940;FORTALECIMENTO DA GESTAO ESTADUAL DO SUS;0;0;0;0;0;137333461,7
3514;PROTECAO SOCIAL ESPECIAL;89485166,63;90741754,34999998;0,0;0,0;0;0
3932;PLANEJAMENTO E PROMOCAO DO SANEAMENTO NO ESTADO;11323384,45;8320184,3;25034480,62;45461169,30000001;22265000,2;0
1811;CORPO DE BOMBEIROS: INCENDIO, SALVAMENTO E RESGATE;43901001,989999935;45815092,14000008;92405585,97999994;55961248,700000085;40835683,18000021;0
3709;RENOVACAO DO COMPLEXO TURISTICO EFCJ;0;0;0;0;0;20766248,88000002
808;FORMACAO E QUALIDADE DE VIDA DOS PROFISSIONAIS DA EDUCACAO;0;0;0;0;0;54722352,81000001
3707;EXPANSAO, MODERNIZACAO E OPERACAO DO TRANSPORTE SOBRE TRILHOS - PITU EM MARCHA;2393707539,0999985;2365719189,1700025;2385720239,259996;2454011513,550001;2592164303,6899996;2706578500,7499995
2023;REGISTRO DO COMERCIO;19851616,750000004;21662044,929999992;0,0;0;0;0
802;ALIMENTACAO ESCOLAR;271401855,16000015;463724140,6400007;298849189,06;600556275,2200015;0,0;0,0
3934;PLANEJAMENTO, FORMULACAO E IMPLEMENTACAO DA POLITICA DE RECURSOS HIDRICOS;0;0;0;0;0;169830310,65
3907;INFRAESTRUTURA HIDRICA, COMBATE A ENCHENTES E SANEAMENTO;0;0;0;0;0;317389067,24000007
4410;ATENDIMENTO UNIFICADO AO CIDADAO;0;0;373585886,04999995;414608709,9799999;414644679,0400001;450013894,9200001
1719;APOIO AOS CONSELHOS;13543,779999999999;9248,0;0;0;0;0
1041;PROMOCAO E DESENVOLVIMENTO DO ENSINO SUPERIOR;0;0;21828690,78;12167,7;0;0
4111;JOVEM EM FOCO;0;0;880644,5599999999;1709071,56;0,0;0
3910;POLITICA ESTADUAL DE SANEAMENTO;0,0;0;0;0;0;0
1023;ENSINO PUBLICO TECNOLOGICO;103817080,83;91676800,23999998;0,0;0,0;0,0;0
2909;GESTAO E FORTALECIMENTO INSTITUCIONAL DA SECRETARIA DE PLANEJAMENTO E GESTAO;0;0;0;0;0;166966942,51999998
808;FORMACAO CONTINUADA E QUALIDADE DE VIDA DOS PROFISSIONAIS DA EDUCACAO;112858097,23000048;131106935,3899985;182543745,26999918;114058891,91000195;84155316,5300002;0
2914;PLANEJAMENTO E ARTICULACAO REGIONAL;37779555,82;36988117,80999998;0,0;0,0;0;0
2403;INCENTIVO AO ESPORTE AMADOR DO ESTADO DE SAO;0,0;0,0;0,0;0;0;0
3703;PLANEJAMENTO, GESTAO ESTRATEGICA E MODERNIZACAO DO TRANSP. METROP. - PITU VIVO;1854986528,06;882448882,3200008;385554667,47999984;759043949,4499999;631203257,7399999;667847138,2599996
1038;FOMENTO AO ENSINO PROFISSIONALIZANTE;0;0;70989933,69;113448537,22;50159760,32000001;95600987,57000001
1221;INTEGRACAO DAS CULTURAS LATINO-AMERICANAS;0;0;15548982,820000004;18726130,18000001;21243439,930000007;22661528,669999998
1724;METROLOGIA E QUALIDADE DE PRODUTOS E SERVICOS;87377836,36999989;98383918,69;118469867,50000004;170133776,68000013;154590655,2;132311164,01999998
5001;INCREMENTO DO TURISMO PAULISTA;0;0;0;0;0;23260967,099999998
3812;MODERNIZACAO DO SISTEMA PENAL PAULISTA;0;0;258011528,74000004;0,0;0,0;0
2614;GESTAO AMBIENTAL PARA PROTECAO DA AGUA;0;0;111324,75;206014,61;103216,70999999999;736345,5500000002
4411;FORMACAO E CAPACITACAO DE PROFISSIONAIS DA ADMINISTRACAO PUBLICA PAULISTA;0;0;2649276,0;2000264,2;3379925,4399999995;5044370,180000001
937;CONTROLE SOCIAL NA GESTAO DO SUS;0;0;13795,429999999995;48438,700000000026;55556,57999999999;1631009,8200000003
3813;GESTAO DA CUSTODIA DA POPULACAO PENAL;0;0;0;0;0;4078599284,3799367
1729;ATENCAO AO ADOLESCENTE EM CUMPRIMENTO DE MEDIDA SOCIOEDUCATIVA E CAUTELAR;0;0;0;0;0;1549848914,7700043
931;CAPACITACAO E DESENVOLVIMENTO DE RECURSOS HUMANOS;128130444,89000003;160079231,71;0,0;0;0;0
934;DIAGNOSTICO, REABILITACAO, CAPACITACAO, INFORMACAO E EPIDEMIOLOGIA EM CANCER;8450306,139999995;8531622,110000007;0,0;0;0;0
1040;VIA RAPIDA EMPRESA;0;0;21039262,52000001;39496540,860000014;45283802,24999999;58679646,86
1818;MODERNIZACAO DA SEGURANCA PUBLICA;532762955,9699994;538455057,0600011;488396008,4200007;560822224,3600005;504599313,0200001;641675095,3200005
150;PROCESSO LEGISLATIVO;643106605,78;676066794,3899999;748913634,1899999;814212450,19;866664671,5599998;968013603,8000011
4606;INTEGRACAO DAS CULTURAS LATINO-AMERICANAS;14124687,070000002;14600442,809999999;0,0;0,0;0;0
933;CIENCIA TECNOLOGIA E INOVACAO EM SAUDE;393036,3000000001;381630,72;765163,52;918258,4999999999;1328744,8399999999;0
2505;FOMENTO A HABITACAO DE INTERESSE SOCIAL- CASA PAULISTA;12411791,0;123885042,0;456464528,22999996;434421724,53000003;409472754,73999995;278327276,6
1309;GERACAO DE EMPREGO E RENDA NO AGRONEGOCIO PAULISTA;68623854,54000002;69595206,90999998;76455296,92999996;65808620,49000003;71547424,98999998;73966292,93000004
2401;FOMENTO AO TURISMO INTEGRADO;0,0;0,0;0,0;0,0;0;0
1801;INVESTIGACAO POLICIAL;2277309637,080005;2412950515,8200045;2703379318,450034;3061756206,099993;3396467003,6700087;0
910;PRODUCAO DE MEDICAMENTOS;164578045,52000007;173101225,15999964;0,0;0,0;0,0;0
932;VIGILANCIA EM SAUDE;12296075,959999992;8125215,600000004;80992327,62999992;110262961,89999978;135457573,72000006;142109375,13000005
1044;DESENVOLVIMENTO DA CIENCIA E DA TECNOLOGIA;0;0;1090918618,27;1216510949,4999998;1221617587,95;1376812748,7200005
2903;DESENVOLVIMENTO E CAPACITACAO INSTITUCIONAL DOS MUNICIPIOS;28968985,450000014;28278905,800000068;28876007,349999983;28497636,630000032;26919931,529999945;28818710,18999998
4302;ENSINO PUBLICO SUPERIOR;3933510923,1503487;3457517593,6102943;0,0;0,0;0,0;0
4602;INTEGRACAO DE POLITICAS PUBLICAS PARA POPULACOES VULNERAVEIS;556334,9700000001;3507443,079999999;0,0;0;0;0
1201;DIFUSAO CULTURAL, BIBLIOTECAS E LEITURA;0;0;0;0;0;127708947,7
1214;MUSEUS;156422641,10000005;132557336,07000001;117563147,58;114677219,49000001;143334706,71999997;130958774,30999999
3913;PLANEJAMENTO E ADMINISTRACAO DOS RECURSOS HIDRICOS;1631743,56;1942620,68;6131938,500000001;2307317,3899999997;56293997,84;8151153,07
1020;DESENVOLVIMENTO DO TURISMO;0,0;0,0;0,0;0,0;0;0
4200;ASSISTENCIA JURIDICA, INTEGRAL E GRATUITA AOS  NECESSITADOS;477139632,7000001;535819125,1899999;556059862,7399983;599457505,7699987;737731264,0199997;795087244,9899992
3513;PROTECAO SOCIAL BASICA;151538301,78000003;121840224,3;0,0;0,0;0,0;0,0
3905;AGUA E DESENVOLVIMENTO;0,0;0,0;0,0;0,0;0;0
1811;CORPO DE BOMBEIROS - PREPARADOS PARA EMERGENCIAS COM FOCO NA GESTAO DE RISCOS;0;0;0;0;0;69002879,26000027
3702;PLANEJAMENTO  ESTRATEGICO  PARA O  DESENVOLVI;0,0;0,0;0,0;0,0;0,0;0,0
4004;CENTRO DE ESTUDOS;0;0;0;0;0;9360963,11
4300;PROMOCAO E DESENVOLVIMENTO DO ENSINO SUPERIOR;25239200,0;19807004,4;0,0;0,0;0,0;0
2612;FISCALIZACAO AMBIENTAL;0;0;18500011,720000003;26206456,549999963;41139565,99000003;45475426,12000001
5002;MELHORIA DA INFRAESTRUTURA DOS MUNICIPIOS ESTANCIA E DE INTERESSE TURISTICO;0;0;0;0;0;127132544,00000004
2917;INFORMACOES DEMOGRAFICAS, SOCIOECONOMICAS E DA ACAO GOVERNAMENTAL;0;0;42583956,93999997;47442979,110000044;48885982,44000006;52538524,20999999
2604;MONITORAMENTO DA QUALIDADE E REDUCAO DA PEGADA AMBIENTAL;0;0;0;0;0;411849132,2000027
1819;AMPLIACAO DA PROTECAO E DEFESA AO CIDADAO;0;0;0;0;0;13138366320,909979
1310;MODERNIZACAO E GESTAO DE QUALIDADE DAS AGROPOLITICAS PUBLICAS;217613555,6;238096142,03000006;288813156,6900005;315487852,85999995;355552957,2799999;384635896,47000027
0;ENCARGOS GERAIS;12267856927,480003;13940125912,71;19066200753,69999;20747904548,040012;18142087203,51999;20127911521,45999
2016;CONTROLE DE ENTIDADES DESCENTRALIZADAS E DE CONTRATACOES ELETRONICAS;26746467,94999999;28751899,830000013;0,0;0,0;0;0
3511;CAPACITACAO EM ASSISTENCIA SOCIAL;357946,0;996359,13;0,0;0;0;0
3928;SANEBASE-DESENV. E SANEAMENTO BASICO EM MUNICIPIOS DO INTERIOR.;0,0;0;0;0;0;0
2509;REQUALIFICACAO HABITACIONAL E URBANA E INCLUSAO SOCIAL;43072092,33;6003300,0;23081543,25000001;25828025,069999993;21130519,480000004;8758,61
4104;SAO PAULO POTENCIA ESPORTIVA;0,0;0,0;0,0;0;0;0
600;PROCESSO JUDICIARIO MILITAR;37807026,590000026;39611019,99999999;45075524,54999998;52142949,230000004;51046028,93999996;57688613,40000001
1801;AMPLIACAO DA INVESTIGACAO POLICIAL;0;0;0;0;0;3687068934,009992
1714;PERICIA JUDICIAL;13038489,239999995;13994321,250000004;17969856,769999996;20541766,309999995;20694181,070000004;0
1711;PROTECAO E DEFESA DO CONSUMIDOR;35003456,74999994;41066390,00999967;54693664,08999983;54480035,9199994;62991621,68000061;75010900,95999952
1602;GESTAO DA LOGISTICA HIDROVIARIA;17232386,459999997;15544922,519999994;51363755,90999997;72096167,95000003;123014990,05000007;100785911,33999999
1710;ASSENTAMENTO FUNDIARIO;31083975,560000002;35519263,249999985;0,0;0;0;0
5001;TURISMO PAULISTA;0;0;28567038,60000001;31455412,67999999;24978812,40999999;0
1728;MODERNIZACAO DA FUND.CENTRO DE ATENDIMENTO SOCIOEDUCATIVO AO ADOLESCENTE - CASA;169147940,02000016;232133628,98999774;116171938,94000109;156182790,01;159383243,7299994;151612131,92999995
4006;GESTAO DA PGE -  PROCURADORIA GERAL DO ESTADO;529326005,1900001;569377379,319999;0,0;0,0;0;0
4402;MELHORIA DA ORGANIZACAO DO ESTADO;2761523,19;1817811,6400000004;0,0;0;0;0
4603;DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE;4409961,67;223396,66999999998;0,0;0;0;0
4604;SAO PAULO - DINAMICA JOVEM;1177601,58;825651,86;0,0;0;0;0
4102;INFRA-ESTRUTURA DE ESPORTE E LAZER;0,0;0,0;0,0;0,0;0;0
2007;GESTAO FINANCEIRA;95602930,17999995;91852828,61000001;94271534,58999991;93177424,08999993;108077478,78000027;107492108,64999995
2510;URBANIZACAO DE FAVELAS E ASSENTAMENTOS PRECARIOS;38423205,0;15271947,0;0,0;13974533,599999996;0,0;49377476,23
2915;GESTAO DE INVESTIMENTOS EM PROJ.PRIORITARIOS DE INFRAESTRUTURA E DESENVOLVIMENTO;3128747,7300000014;2068892,7000000004;1060652,0;4030093,69;598669,54;710974,8300000001
2817;GOVERNO ELETRONICO III - TRANSACOES COM A SOCIEDADE;0,0;0,0;0;0;0;0
3801;EXPANSAO E MODERNIZACAO DO SISTEMA PRISIONAL;217757320,27;329227472,92999995;0,0;0,0;0,0;0,0
2020;CONSCIENTIZACAO FISCAL;7277,5;291214,0;0;0;0;0
2608;PESQUISA AMBIENTAL;48010408,20999996;49529033,87999998;36813041,37999999;39889171,79999997;41963949,0;41744357,57000001
1607;MODERNIZACAO DA INFRAESTRUTURA AEROPORTUARIA;44941325,13000001;73256213,72999996;136789934,73000002;126828513,02;99848627,35999987;111767669,31000014
1022;ENSINO PUBLICO SUPERIOR;0,0;0,0;0,0;0,0;0,0;0
1035;ENSINO MEDIO - CENTRO  ESTADUAL DE EDUCACAO TECNOLOGICA "PAULA SOUZA" - CEETPS;60620173,03999999;88078935,58999997;0,0;0,0;0,0;0
926;APOIO A ATENCAO BASICA DE COMPETENCIA MUNICIPAL COM O OBJETIVO DE UNIVERSALIDADE;102270519,75999999;153985412,02000007;0,0;0;0;0
2004;ADMINISTRACAO TRIBUTARIA;1414682586,4399977;1579300373,0799994;1592010017,6499996;1725251267,3200035;1577177094,9299946;1790630874,2999935
3904;SANEAMENTO PARA TODOS;53917964,48999999;79082906,75;43930003,620000005;88873393,46999998;184873127,38000005;73788865,77
