CODIGO ACAO;NOME ACAO;2010;2011;2012;2013;2014;2015
60610000;PREVENCAO E EDUCACAO PUBLICA;0;0;0;0;0;688138,0
49850000;GESTAO DA POLITICA DE SEGURANCA PUBLICA;311876548,2900003;390409450,2999999;642625790,5400002;894724060,5900003;1101788737,85;1337400063,9300003
23710000;APOIO A GESTAO DAS MICRO E PEQUENAS EMPRESAS;0;0;0;1390000,0;0,0;0
60580000;OLHO DIGITAL;0;0;2385029,42;3256744,2;3755499,86;3950044,05
61380000;CONSER., MANUT. E REPAR EM PREDIOS ESCOLARES;0;0;0;104401875,72;65531536,52999999;0
56320000;TRANSPORTE DE ALUNOS DO ENSINO MEDIO;0,0;0,0;0;0;0;0
53580000;APOIO TECNICO-ADMINISTRATIVO;10848774,479999999;10390674,65;0,0;0,0;0;0
14180000;DUPLICACAO IMPLANT. RECUP. DE ROD. ESTADUAIS;387535471,91000015;1017021036,3399999;1441628150,2099996;1974589435,9099963;1864062592,389999;0
47130000;GESTAO PUBLICA EM DESENVOLVIMENTO RURAL;73943426,67000002;73244764,46000001;89233350,24000001;94542911,03000003;94575769,6900001;90341456,58000012
42870000;APOIO ADMINISTRATIVO;0,0;0,0;0;0;0;0
48490000;APOIO FINANCEIRO AOS MUNICIPIOS;0;0;0;0;0;1771149680,130019
54910000;MANUTENCAO AMPL.SIST.ESTRATEGICO INFORMACOES;0,0;0,0;0;0;0;0
61300000;EJA MUNDO DO TRABALHO-EDUC. JOVENS E ADULTOS;0;0;9564392,3;17175437,22;23272496,29;5970868,25
42270000;PROMOCAO DO EMPREGO E TRABALHO;0;0;0;0;0;2964348,58
56780000;GESTAO DE COLECOES CIENTIFICAS;0;0;0;0;0;26856,100000000002
57340000;MUSEUS HISTORICOS - CAPITAL E INTERIOR;29742744,9;31886989,580000002;20361287,62;32705750,0;0;0
60350000;PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;0;0;0;0;0;94383251,14
54210000;ADMINISTRACAO GERAL DO IAMSPE;98099515,06999986;93452772,88999997;83775313,69;66023950,80000003;97683711,68;0
48490000;APOIO FINANCEIRO ENT.FILANTROPICAS MUNICIPAIS;848001876,8399987;807858575,9099989;1194496722,8300052;1469539598,1000066;2197414641,130071;0
57980000;GESTAO E FUNCIONAMENTO DA DEFENSORIA PUBLICA;159748075,48000008;216831164,01999977;241199053,1100002;291975131,1000002;409957010,72999877;478236744,65999913
54920000;PORTAL DE SERVICOS PUBLICOS;0,0;0,0;0;0;0;0
24700000;EXPANSAO INFRAEST. CUSTODIA E REINTEGRACAO;0;0;0;281055984,2400014;175654108,6899999;204094960,70999995
61730000;MODERN.E MANUT.TECN.NAS UNID.ESCOLARES;0;0;0;0;498227816,4999999;0
23540000;APERFEICOAMENTO DA GESTAO DO DPME;0;0;1491982,09;0,0;0;0
59250000;GERACAO CONHECIMENTO TECNOLOGIAS AGRONEGOCIO;165642862,33999997;172108698,0899999;206637528,67999992;216972368,24000016;224781474,5900003;0
58150000;INFORMACOES ESTRATEGICAS FORM. PROFISSIONAL;531736,9;473430,4;431313,0;0;95855,23;0
41960000;ADMINISTRACAO GERAL;0;0;0;0;0;179946300,19000044
52740000;ASSISTENCIA MEDICA,HOSPITALAR  E AMBULATORIAL;804581963,4799973;848210898,4199984;991861921,6999985;925520534,6200019;1042031257,1299971;0
16840000;SUBSCRICAO DE ACOES DA PRODESP;0,0;30000000,0;0,0;0,0;0;0
57490000;MONITORAMENTO AVAL. PROJ. PROG. EDUCACIONAIS;0,0;0,0;56640,0;6860304,800000001;0,0;0
53420000;ASSESSORAMENTO COORD. POL. ADM. GOVERNAMENTAL;31953615,01;32307171,280000012;0,0;0;0;0
50740000;APOIO AOS PLANOS REGION. DESENV. SUSTENTAVEL;22898,0;7270,0;0;0;0;0
46400000;GERENCIAMENTO E DIFUSAO INFORM.AMBIENTAIS;0;0;0;0;0;112859,31999999999
12910000;IMPLANTACAO DE MELHORIAS NA MALHA HIDROVIARIA;8452029,76;7253788,18;38122684,489999995;56920227,37999999;107440319,81000002;0
60570000;ELABORACAO MONITORAMENTO POLITICAS PUBLICAS;0;0;615193,62;1505112,19;882036,23;281648,7799999999
25180000;FINANC.ACOES UGRHI SAPUCAI-MIRIM/GRANDE-AGUA;0;0;0;0;0;0,0
46140000;MANUTENCAOTECNOLOGIA INFORM. MIN.PUBLICO;8917974,69;12067112,450000001;12695004,049999999;13247552,130000003;14706438,959999997;0
57990000;MANUT. AMPL. DA .INFORMATIZACAO DEF.PUBLICA;11106622,69;11739884,209999997;9884347,59;12110175,96;13891596,96;0
20920000;LINHA 7- LUZ-JUNDIAI -MODERNIZ.EXP. DA OFERTA;130099519,76000004;88023764,32;103835847,74999999;83023438,64999999;67972860,17;0
56430000;SISTEMA GESTAO DOCUMENTAL E REST.DE DOCUMENTO;0,0;0;0;0;0;0
15730000;IMPLANTACAO RESERVATORIOS RETENCAO-PISCINOES;0;0;0;0;0;58336782,989999995
60780000;PREVENCAO E COMBATE A INCENDIOS FLORESTAIS;0;0;93403,00000000001;103166,44;43999,74;76200,19
21730000;MODERNIZACAO DA LINHA 12 - SAFIRA DA CPTM;0;0;0;0;0;6519397,660000001
49870000;PROTECAO A VITIMAS E TESTEMUNHAS;1000000,0;1000000,0;1200000,0;999999,96;999999,96;1036111,11
14190000;RECUPERACAO DE RODOVIAS ESTADUAIS;906250959,4800006;782556653,7799999;0,0;0,0;0,0;0
43110000;PESQUISA AMBIENTAL CAPACITACAO MEIO AMBIENTE;0;0;0;0;0;39602522,13000001
61570000;MANUTENCAO E CONSERVACAO DA CALHA DO TIETE;0;0;0;0;140186450,82;0
48610000;CAPACITACAO APERFEICOAM.PROFISSIONAIS SAUDE;1466933,4300000004;2124432,18;0,0;0;0;0
57360000;SISEM - SISTEMA ESTADUAL DE MUSEUS;380000,0;0,0;16000,0;0;0;0
24600000;ARTICULACAO/IMPLEMENTACAO ACOES ESTRATEGICAS;0;0;3033809,0;0,0;0,0;0
58520000;DESENVOLVIMENTO ENS. MEDIO-CENTRO PAULA SOUZA;4531020,919999999;4670521,299999998;87289315,97;133174686,44000001;168262538,35000002;240771319,07999998
60110000;PAG.PRECATORIOS REG.ESP.EM.CONST.-EDUCACAO;0;5001000,0;1000,0;1000,0;5001000,0;0
19500000;IMPLANTACAO DO PARQUE DA JUVENTUDE;0,0;0,0;0;0;0;0
11520000;PREVENINDO E RECONSTRUINDO;10288251,469999995;13972741,17;11999999,999999996;21067634,24999999;15399512,350000003;8901425,53
58400000;SERVICOS PESQ.TECNOL.APOIO AO DESENVOLVIMENTO;133873959,99999994;141169049,26999977;149405876,3600002;166540101,9599998;180674041,9300001;0
54280000;GERENCIAMENTO DO BENEFICIO - SAUDE;62099200,0;65198215,05;95199200,0;112799999,58;112800000,0;0
61140000;EDUCACAO CONTINUADA;0;0;120000,0;163060,0;17934,0;21871,25
11330000;INSTALACOES DA POLICIA CIVIL;22841691,32;17059107,890000004;18699942,57;39386921,01000001;22594632,479999997;18961723,560000002
52900000;DESENVOLV. EDUCACAO PROFISSIONAL TECNOLOGICA;30034873,690000016;17611231,00000001;17545986,08;23128367,83;24273986,630000018;491352851,29999995
49890000;POLICIA JUDICIARIA;0;0;0;0;0;3239056505,799983
51600000;DES. ENS. FUNDAMENTAL-SERVIDORES-FUNDEB;0;0;0;0;0;1670937000,9499989
55640000;SISTEMAS CORPORATIVOS E INFORMACOES;0,0;0;0;0;0;0
42560000;ADMINISTRACAO E MANUTENCAO DA SUTACO;0,0;0,0;0;0;0;0
60300000;ESCOLA DE DESENVOLVIMENTO SOCIAL DE SAO PAULO;0;0;0;0;0;101781,0
61540000;RENDA CIDADA - BENEFICIO AO IDOSO;0;0;0;0;4829137,06;0
21740000;IMPLANTACAO SIST.NAC. PROT. DEFESA CONSUMIDOR;65800,0;0,0;8799,260000000006;14999,999999999998;10416,459999999997;17391,70000000001
51230000;ESPORTE SOCIAL;2596826,0199999996;1797940,58;1399974,9999999998;3614098,79;2124130,3;0
60720000;FAUNA URBANA;0;0;310400,0;279521,61;1613827,35;0
57370000;IDENTIFICACAO DO PATRIMONIO CULTURAL PAULISTA;500000,0;253000,0;247000,0;0,0;0;0
40760000;MANUTENCAO DO ENSINO MEDIO;0,0;0,0;0,0;0,0;0;0
42510000;ADMINISTRACAO CAIXA BENEFICENTE POL. MILITAR;0;0;0;0;0;8204367,240000005
41950000;ACESSO A CIDADANIA;65166013,419999994;69901270,29999998;73272723,43999998;92365536,89999999;96723722,93999997;144099160,6
21440000;APOIO ELAB.EXEC.INSTR.PLAN.GESTAO SANEAMENTO;6455176,7;2907250,9699999997;0,0;11376857,25;0,0;0
19570000;CONSTRUCAO APAR.FABRICA MEDIC.-FURP AM.BRAS.;0,0;0,0;0;0;0;0
60270000;ACAO SOCIAL REGIONAL;0;0;3463683,3800000004;285601,14;0;0
21120000;REVITALIZACAO COMPETENCIAS TECN. ESTRATEGICAS;900000,0;0;0;0;0;0
59350000;ADMINISTRACAO DA EMPLASA;7897461,309999993;5269969,750000007;0,0;0,0;0;0
59060000;ATENCAO SAUDE ADOLESCENTE MEDIDA CAUTELAR;0;0;0;0;0;208557098,90000007
22400000;PARTICIPACAO CONT.GESTAO INST.SOCIEDADE CIVIL;0;74489,84;0,0;211671,12;0,0;201998,20999999996
