CODIGO PROGRAMA;NOME PROGRAMA;2010;2011;2012;2013;2014;2015
3518;SEGURANCA ALIMENTAR E NUTRICIONAL;0;0;0,0;11841020,91;15783546,439999994;2012655,8499999999
2609;PLANEJAMENTO AMBIENTAL;1211073,2899999998;745732,1799999999;113183,27;778035,11;439793,56;26050,02
3921;PROGRAMA ESTADUAL DE ENERGIA E MINERACAO;3739946,3299999996;3110156,65;1406128,24;0,0;0,0;0
2009;ADMINISTRACAO GERAL DA SECRETARIA DA FAZENDA;33366821,499999974;58466787,73000001;79672689,81000002;28600546,77000001;245048273,15000004;103114931,99000001
4601;RELACOES INSTITUCIONAIS;961693,3200000002;400745,43;4895926,77;11680,0;0;0
4501;COMUNICACAO SOCIAL;55908481,309999995;36178771,04;42948370,849999994;13750,85;297104,72;0
1606;AMPLIACAO, RECUPERACAO E MODERNIZACAO DA MALHA RODOVIARIA;401937851,3499999;105419219,14000005;1087254978,38;963420675,91;1011798203,8299999;0
701;DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE;0,0;0,0;0;0;0;0
1606;ADEQUACAO DA MALHA RODOVIARIA;0;0;0;0;0;523963908,5099999
3903;POLITICA ESTADUAL DE RECURSOS HIDRICOS;64554892,06999999;0;0;0;0;0
2305;FOMENTO AO TRABALHO ARTESANAL;659392,2500000001;228205,41;583159,1199999998;211563,22999999992;268246,25000000006;257654,34000000003
2610;CONSERVACAO DA BIODIVERSIDADE;6192303,140000001;24567657,159999996;14635305,47000001;2900992,0;4914008,590000001;5291103,91
200;CONTROLE EXTERNO;43378197,85000002;48266326,93999999;43027459,40000001;46430463,74000001;46155887,14;79369822,59999995
1219;SISTEMA PAULISTA DE MUSICA;0;0;0,0;721600,0;0,0;1314794,5699999998
2301;DESENVOLVIMENTO TECNICO PARA EMPREENDEDORISMO E EMPREGABILIDADE;1432524,0899999999;1553368,5500000003;1609551,41;1322458,96;1350036,32;29440,0
1033;CRIACAO DE COMPETENCIAS TECNOLOGICAS E ESTRATEGICAS;31598208,19;17086658,44;21199709,589999996;1988697,1500000001;0,0;118600,0
4406;AUXILIO-ALIMENTACAO;24239290,47;42239654,989999995;105478060,89999999;80013639,61;99945578,67;32456190,849999998
4908;PROGRAMA PAULISTA DE PETROLEO E GAS NATURAL;0;0;0;0,0;313305,66;0
1213;GESTAO DA POLITICA ESTADUAL DE CULTURA;0;0;0;0;0;16780562,019999996
1604;SEGURANCA E FISCALIZACAO RODOVIARIA;11887029,0;10170982,360000001;17781404,869999997;1293114,65;0,2;0
1202;PRESERVACAO DO PATRIMONIO HISTORICO E CULTURAL;0,0;0,0;0;0;0;0
940;FORTALECIMENTO DA GESTAO ESTADUAL DO SUS;0;0;0;0;0;2099335,19
3514;PROTECAO SOCIAL ESPECIAL;7350134,88;8519709,38;7798450,149999999;1341,18;0;0
3932;PLANEJAMENTO E PROMOCAO DO SANEAMENTO NO ESTADO;2686613,16;5345248,630000001;5921222,58;2249935,84;17470689,369999997;0
1811;CORPO DE BOMBEIROS: INCENDIO, SALVAMENTO E RESGATE;8234153,930000001;23542854,269999992;23408798,05999999;65281884,91999998;27327222,12000001;0
3709;RENOVACAO DO COMPLEXO TURISTICO EFCJ;0;0;0;0;0;11050196,96
808;FORMACAO E QUALIDADE DE VIDA DOS PROFISSIONAIS DA EDUCACAO;0;0;0;0;0;12199071,920000006
3707;EXPANSAO, MODERNIZACAO E OPERACAO DO TRANSPORTE SOBRE TRILHOS - PITU EM MARCHA;577050890,1500002;426694623,3500004;551148374,4800003;547219866,7699995;597993952,74;448650681,47
2023;REGISTRO DO COMERCIO;6104238,099999999;3795390,69;5987233,14;0;0;0
802;ALIMENTACAO ESCOLAR;40733380,64999998;22036232,160000004;56304681,449999996;41012736,74000001;55245873,550000004;165188,72
3934;PLANEJAMENTO, FORMULACAO E IMPLEMENTACAO DA POLITICA DE RECURSOS HIDRICOS;0;0;0;0;0;41132495,289999984
3907;INFRAESTRUTURA HIDRICA, COMBATE A ENCHENTES E SANEAMENTO;0;0;0;0;0;88577520,22
4410;ATENDIMENTO UNIFICADO AO CIDADAO;0;0;0,0;13453459,059999999;31994095,150000002;46658354,660000004
1719;APOIO AOS CONSELHOS;51577,3;5245,0;0;0;0;0
1041;PROMOCAO E DESENVOLVIMENTO DO ENSINO SUPERIOR;0;0;0,0;9538586,08;0;0
4111;JOVEM EM FOCO;0;0;0,0;608474,78;652626,37;0
3910;POLITICA ESTADUAL DE SANEAMENTO;945000,0;0;0;0;0;0
1023;ENSINO PUBLICO TECNOLOGICO;16005090,890000002;30053221,49000001;73545821,56;4417636,31;0,0;0
2909;GESTAO E FORTALECIMENTO INSTITUCIONAL DA SECRETARIA DE PLANEJAMENTO E GESTAO;0;0;0;0;0;13944137,08
808;FORMACAO CONTINUADA E QUALIDADE DE VIDA DOS PROFISSIONAIS DA EDUCACAO;9548213,15;16358170,130000005;23561558,049999993;21190438,03000001;21606471,699999996;0
2914;PLANEJAMENTO E ARTICULACAO REGIONAL;8968543,720000003;10270193,549999997;4230568,309999999;163867,47;0;0
2403;INCENTIVO AO ESPORTE AMADOR DO ESTADO DE SAO;0,0;0,0;0,0;0;0;0
3703;PLANEJAMENTO, GESTAO ESTRATEGICA E MODERNIZACAO DO TRANSP. METROP. - PITU VIVO;196807177,47000006;633682387,7000002;202384197,47000006;170102979,07999998;117192206,86999999;180807915,74999994
1038;FOMENTO AO ENSINO PROFISSIONALIZANTE;0;0;0,0;37686163,95;63399965,589999996;3981560,0700000003
1221;INTEGRACAO DAS CULTURAS LATINO-AMERICANAS;0;0;0,0;1355176,5399999998;1719597,3499999994;1653681,6099999996
1724;METROLOGIA E QUALIDADE DE PRODUTOS E SERVICOS;6363944,03;6824415,029999999;10561141,409999993;13254029,66999999;30684363,020000003;14649771,340000002
5001;INCREMENTO DO TURISMO PAULISTA;0;0;0;0;0;947734,52
3812;MODERNIZACAO DO SISTEMA PENAL PAULISTA;0;0;0,0;97364541,65999994;2018670,06;0
2614;GESTAO AMBIENTAL PARA PROTECAO DA AGUA;0;0;0,0;33074,25;74420,0;33333,56
4411;FORMACAO E CAPACITACAO DE PROFISSIONAIS DA ADMINISTRACAO PUBLICA PAULISTA;0;0;0,0;884011,1;279605,0;1047068,3
937;CONTROLE SOCIAL NA GESTAO DO SUS;0;0;0,0;132,76;139,46;0,0
3813;GESTAO DA CUSTODIA DA POPULACAO PENAL;0;0;0;0;0;369387719,09000146
1729;ATENCAO AO ADOLESCENTE EM CUMPRIMENTO DE MEDIDA SOCIOEDUCATIVA E CAUTELAR;0;0;0;0;0;89606754,03999981
931;CAPACITACAO E DESENVOLVIMENTO DE RECURSOS HUMANOS;402202,18000000005;157268,13;8392500,24;0;0;0
934;DIAGNOSTICO, REABILITACAO, CAPACITACAO, INFORMACAO E EPIDEMIOLOGIA EM CANCER;1254186,23;878099,7899999999;645829,6800000002;0;0;0
1040;VIA RAPIDA EMPRESA;0;0;0,0;4086234,61;10989002,250000002;9718181,430000003
1818;MODERNIZACAO DA SEGURANCA PUBLICA;120783917,39000008;238128094,9300001;330641237,1299998;320288566,44000036;317150545,5499993;71083110,25999999
150;PROCESSO LEGISLATIVO;48356110,66000001;65191587,22999999;47970713,699999996;55690892,780000016;87936617,48000002;77679675,24
4606;INTEGRACAO DAS CULTURAS LATINO-AMERICANAS;2449935,3699999996;1706007,56;1131832,8499999999;4694,77;0;0
933;CIENCIA TECNOLOGIA E INOVACAO EM SAUDE;205549,84;168532,39999999997;260585,16;121199,5;119403,81;0
2505;FOMENTO A HABITACAO DE INTERESSE SOCIAL- CASA PAULISTA;177000,0;0,0;113878000,0;3655265,8899999997;192282347,34;10211871,589999998
1309;GERACAO DE EMPREGO E RENDA NO AGRONEGOCIO PAULISTA;8327850,799999999;4893950,630000001;49423726,379999995;30599207,680000003;45256050,279999994;13080308,299999999
2401;FOMENTO AO TURISMO INTEGRADO;0,0;0,0;0,0;0,0;0;0
1801;INVESTIGACAO POLICIAL;157493797,0700003;196451970,8699996;193492170,81000027;184107062,38000008;218428994,12999985;0
910;PRODUCAO DE MEDICAMENTOS;12589821,810000004;10411522,379999995;19746675,09999999;0,0;0,0;0
932;VIGILANCIA EM SAUDE;4103830,2299999995;1935653,8900000004;1401551,8599999999;17328037,91999999;34610674,370000005;38350240,07000001
1044;DESENVOLVIMENTO DA CIENCIA E DA TECNOLOGIA;0;0;0,0;30231588,68;80080798,21;81991052,22
2903;DESENVOLVIMENTO E CAPACITACAO INSTITUCIONAL DOS MUNICIPIOS;9041249,09;1653221,8399999996;2005673,7199999995;2466461,8699999996;2026247,5600000003;2071546,3300000003
4302;ENSINO PUBLICO SUPERIOR;1019413581,5199732;1752562248,8599727;1850918878,1999674;32121653,81000045;717465824,47;0
4602;INTEGRACAO DE POLITICAS PUBLICAS PARA POPULACOES VULNERAVEIS;167758,14;115624,53;629875,0800000001;0;0;0
1201;DIFUSAO CULTURAL, BIBLIOTECAS E LEITURA;0;0;0;0;0;7150427,05
1214;MUSEUS;40574846,63;67613945,42;35562559,300000004;11717422,700000001;21942187,93;5634054,81
3913;PLANEJAMENTO E ADMINISTRACAO DOS RECURSOS HIDRICOS;1069446,4300000002;965108,1799999999;1391345,28;2812974,84;1529766,88;2911218,1999999997
1020;DESENVOLVIMENTO DO TURISMO;11400976,96;9872549,16;25187081,28;160496,73;0;0
4200;ASSISTENCIA JURIDICA, INTEGRAL E GRATUITA AOS  NECESSITADOS;52123261,52000002;58110060,81000004;61747734,57;61670404,29999996;47884503,459999956;53021052,10999999
3513;PROTECAO SOCIAL BASICA;20841792,95;35648325,11999999;50396747,25000001;3956403,3699999996;1184073,5;149604,04
3905;AGUA E DESENVOLVIMENTO;3384623,56;809204,36;269632,29000000004;105846,12;0;0
1811;CORPO DE BOMBEIROS - PREPARADOS PARA EMERGENCIAS COM FOCO NA GESTAO DE RISCOS;0;0;0;0;0;17565521,899999995
3702;PLANEJAMENTO  ESTRATEGICO  PARA O  DESENVOLVI;0,0;443872,39;6674085,73;2049210,82;2242558,11;111907,47
4004;CENTRO DE ESTUDOS;0;0;0;0;0;1036725,6699999999
4300;PROMOCAO E DESENVOLVIMENTO DO ENSINO SUPERIOR;25755482,15;18804019,049999997;16649170,899999999;0,0;0,0;0
2612;FISCALIZACAO AMBIENTAL;0;0;0,0;3548334,4700000007;4084402,4200000004;5028223,2299999995
5002;MELHORIA DA INFRAESTRUTURA DOS MUNICIPIOS ESTANCIA E DE INTERESSE TURISTICO;0;0;0;0;0;151420403,13999996
2917;INFORMACOES DEMOGRAFICAS, SOCIOECONOMICAS E DA ACAO GOVERNAMENTAL;0;0;0,0;2603642,7099999995;3476219,5899999994;2908349,250000001
2604;MONITORAMENTO DA QUALIDADE E REDUCAO DA PEGADA AMBIENTAL;0;0;0;0;0;33640869,62
1819;AMPLIACAO DA PROTECAO E DEFESA AO CIDADAO;0;0;0;0;0;1196730577,6199992
1310;MODERNIZACAO E GESTAO DE QUALIDADE DAS AGROPOLITICAS PUBLICAS;4125938,1500000004;3455575,6699999985;4167748,7000000007;3292787,4899999998;40790624,12000001;41947949,54000001
0;ENCARGOS GERAIS;243972985,61;958695270,8599999;1755657578,9799995;1431199972,5;1220249077,31;1296272904,73
2016;CONTROLE DE ENTIDADES DESCENTRALIZADAS E DE CONTRATACOES ELETRONICAS;3071153,37;4544333,529999999;4518076,879999998;22193,81;0;0
-999;-999;4094,18;2000,0;10066,0;2568602,03;0;0
3511;CAPACITACAO EM ASSISTENCIA SOCIAL;173000,0;11946,0;608478,48;0;0;0
3928;SANEBASE-DESENV. E SANEAMENTO BASICO EM MUNICIPIOS DO INTERIOR.;345000,0;0;0;0;0;0
2509;REQUALIFICACAO HABITACIONAL E URBANA E INCLUSAO SOCIAL;23707290,820000015;25887947,069999985;15824145,430000002;11790002,289999997;23527865,549999986;13824310,719999999
4104;SAO PAULO POTENCIA ESPORTIVA;143260,0;0,0;0,0;0;0;0
600;PROCESSO JUDICIARIO MILITAR;4096943,17;5688890,6;4362739,66;3716524,53;6157526,9;5558103,970000001
1801;AMPLIACAO DA INVESTIGACAO POLICIAL;0;0;0;0;0;297747400,7999999
1714;PERICIA JUDICIAL;1887103,6800000002;2213178,2800000003;2997166,9899999993;3870279,3100000005;4899916,82;0
1711;PROTECAO E DEFESA DO CONSUMIDOR;3536842,9500000007;2765315,56;3765551,2;4494266,3;4769584,2700000005;5334641,690000001
1602;GESTAO DA LOGISTICA HIDROVIARIA;2469543,6400000006;833456,1399999999;3142436,6899999995;22396393,190000005;32280599,699999996;55200983,16000001
1710;ASSENTAMENTO FUNDIARIO;3665756,119999999;3113233,8900000006;5842374,069999999;0;0;0
5001;TURISMO PAULISTA;0;0;0,0;9137947,8;5564110,8900000015;0
1728;MODERNIZACAO DA FUND.CENTRO DE ATENDIMENTO SOCIOEDUCATIVO AO ADOLESCENTE - CASA;31777664,74999999;25225941,579999987;13075683,290000005;26201198,920000035;36949899,540000014;32788670,869999923
4006;GESTAO DA PGE -  PROCURADORIA GERAL DO ESTADO;35320431,930000015;24872097,430000003;32255109,620000012;5984133,99;0;0
4402;MELHORIA DA ORGANIZACAO DO ESTADO;1321247,33;799214,58;334089,66000000003;0;0;0
4603;DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE;988883,2200000001;1168779,77;20834,469999999998;0;0;0
4604;SAO PAULO - DINAMICA JOVEM;363355,44;65660,54999999999;7884,0;0;0;0
4102;INFRA-ESTRUTURA DE ESPORTE E LAZER;3351545,65;1426006,8100000003;819536,6599999999;134374,1;0;0
2007;GESTAO FINANCEIRA;17039080,67;12329831,670000004;13285753,430000003;13729798,300000006;17282777,3;23021424,920000006
2510;URBANIZACAO DE FAVELAS E ASSENTAMENTOS PRECARIOS;14626087,0;0,0;0,0;0,0;0,0;13974533,599999998
2915;GESTAO DE INVESTIMENTOS EM PROJ.PRIORITARIOS DE INFRAESTRUTURA E DESENVOLVIMENTO;95740,55;644960,9;1590567,82;1050519,55;1763356,03;32157,0
2817;GOVERNO ELETRONICO III - TRANSACOES COM A SOCIEDADE;99868,09;0,0;0;0;0;0
3801;EXPANSAO E MODERNIZACAO DO SISTEMA PRISIONAL;102428296,89000002;135059792,2;153956917,00000012;62088851,42;5342132,68;3010870,8499999996
2020;CONSCIENTIZACAO FISCAL;0,0;0,0;0;0;0;0
2608;PESQUISA AMBIENTAL;4441150,879999999;4748154,180000003;5801945,779999999;3456883,039999998;5525327,510000001;2922295,3200000003
1607;MODERNIZACAO DA INFRAESTRUTURA AEROPORTUARIA;7552583,300000002;8050724,940000003;25582099,450000003;30906367,589999996;34399537,229999974;29937313,19
1022;ENSINO PUBLICO SUPERIOR;23576477,92;0,0;0,0;37230377,00999999;19297445,38;0
1035;ENSINO MEDIO - CENTRO  ESTADUAL DE EDUCACAO TECNOLOGICA "PAULA SOUZA" - CEETPS;15998175,87;10741419,85;19840292,93;45,38;0,0;0
926;APOIO A ATENCAO BASICA DE COMPETENCIA MUNICIPAL COM O OBJETIVO DE UNIVERSALIDADE;33534408,97;802628,1200000001;663765,6099999999;0;0;0
2004;ADMINISTRACAO TRIBUTARIA;183512659,05999997;211558855,77000013;214463329,73000008;234861074,89000002;243470506,75000003;117166350,22999993
3904;SANEAMENTO PARA TODOS;6618597,099999999;3102731,34;14549887,189999998;16623661,55;50404208,93000002;66509718,24000001
